id,hname,City,State,year,rate,stategroup,stateorder,stateposition
70018,GREENWICH HOSPITAL ASSOCIATION,GREENWICH,CT,FY2015,0.39,0,0,22
70018,GREENWICH HOSPITAL ASSOCIATION,GREENWICH,CT,FY2016,0.42,0,0,22
70018,GREENWICH HOSPITAL ASSOCIATION,GREENWICH,CT,FY2017,0.83,0,0,22
70018,GREENWICH HOSPITAL ASSOCIATION,GREENWICH,CT,FY2018,0.79,0,0,22
70033,DANBURY HOSPITAL,DANBURY,CT,FY2013,0.38,0,0,23
70033,DANBURY HOSPITAL,DANBURY,CT,FY2014,0.2,0,0,23
70033,DANBURY HOSPITAL,DANBURY,CT,FY2015,0.15,0,0,23
70033,DANBURY HOSPITAL,DANBURY,CT,FY2016,0.38,0,0,23
70033,DANBURY HOSPITAL,DANBURY,CT,FY2017,0.52,0,0,23
70033,DANBURY HOSPITAL,DANBURY,CT,FY2018,1.1,0,0,23
70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,FY2013,0.69,0,0,24
70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,FY2014,0.05,0,0,24
70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,FY2015,0.79,0,0,24
70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,FY2016,1.27,0,0,24
70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,FY2017,1.47,0,0,24
70008,JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,CT,FY2018,1.14,0,0,24
70005,WATERBURY HOSPITAL,WATERBURY,CT,FY2013,0.15,0,0,25
70005,WATERBURY HOSPITAL,WATERBURY,CT,FY2014,0.28,0,0,25
70005,WATERBURY HOSPITAL,WATERBURY,CT,FY2015,0.47,0,0,25
70005,WATERBURY HOSPITAL,WATERBURY,CT,FY2016,0.73,0,0,25
70005,WATERBURY HOSPITAL,WATERBURY,CT,FY2017,1.04,0,0,25
70005,WATERBURY HOSPITAL,WATERBURY,CT,FY2018,1.25,0,0,25
70029,BRISTOL HOSPITAL,BRISTOL,CT,FY2013,0.75,0,0,26
70029,BRISTOL HOSPITAL,BRISTOL,CT,FY2014,0.85,0,0,26
70029,BRISTOL HOSPITAL,BRISTOL,CT,FY2015,1.28,0,0,26
70029,BRISTOL HOSPITAL,BRISTOL,CT,FY2016,0.82,0,0,26
70029,BRISTOL HOSPITAL,BRISTOL,CT,FY2017,0.99,0,0,26
70029,BRISTOL HOSPITAL,BRISTOL,CT,FY2018,1.32,0,0,26
70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,FY2013,1,0,0,27
70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,FY2014,0.78,0,0,27
70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,FY2015,0.82,0,0,27
70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,FY2016,0.35,0,0,27
70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,FY2017,1.11,0,0,27
70017,MIDSTATE MEDICAL CENTER,MERIDEN,CT,FY2018,1.37,0,0,27
70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,FY2013,0.18,0,0,28
70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,FY2014,0.2,0,0,28
70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,FY2015,0.42,0,0,28
70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,FY2016,0.61,0,0,28
70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,FY2017,0.73,0,0,28
70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,FY2018,1.5,0,0,28
70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,FY2013,0.9,0,0,29
70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,FY2014,0.51,0,0,29
70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,FY2015,0.71,0,0,29
70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,FY2016,1.03,0,0,29
70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,FY2017,1.91,0,0,29
70022,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,FY2018,1.7,0,0,29
90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,FY2013,0,0,1,1
90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,FY2014,0.15,0,1,1
90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,FY2015,1.93,0,1,1
90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,FY2016,0.47,0,1,1
90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,FY2017,0,0,1,1
90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,FY2018,0,0,1,1
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2013,0.08,0,1,2
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2014,0.01,0,1,2
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2015,0.25,0,1,2
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2016,0.43,0,1,2
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2017,0.18,0,1,2
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2018,0.04,0,1,2
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,FY2013,0.77,0,1,3
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,FY2014,0.26,0,1,3
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,FY2015,0.33,0,1,3
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,FY2016,0.26,0,1,3
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,FY2017,0.37,0,1,3
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,FY2018,0.32,0,1,3
90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,FY2013,0.66,0,1,4
90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,FY2014,0.31,0,1,4
90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,FY2015,0.61,0,1,4
90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,FY2016,0.5,0,1,4
90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,FY2017,0.42,0,1,4
90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,FY2018,0.43,0,1,4
90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2013,0.95,0,1,5
90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2014,0.76,0,1,5
90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2015,0.93,0,1,5
90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2016,0.71,0,1,5
90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2017,0.76,0,1,5
90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,FY2018,0.81,0,1,5
90008,UNITED MEDICAL CENTER,WASHINGTON,DC,FY2013,0.18,0,1,6
90008,UNITED MEDICAL CENTER,WASHINGTON,DC,FY2014,0.25,0,1,6
90008,UNITED MEDICAL CENTER,WASHINGTON,DC,FY2015,0.31,0,1,6
90008,UNITED MEDICAL CENTER,WASHINGTON,DC,FY2016,0.46,0,1,6
90008,UNITED MEDICAL CENTER,WASHINGTON,DC,FY2017,0.5,0,1,6
90008,UNITED MEDICAL CENTER,WASHINGTON,DC,FY2018,0.85,0,1,6
10090,PROVIDENCE HOSPITAL,WASHINGTON,DC,FY2013,0.84,0,1,7
10090,PROVIDENCE HOSPITAL,WASHINGTON,DC,FY2014,0.63,0,1,7
10090,PROVIDENCE HOSPITAL,WASHINGTON,DC,FY2015,2.61,0,1,7
10090,PROVIDENCE HOSPITAL,WASHINGTON,DC,FY2016,2.59,0,1,7
10090,PROVIDENCE HOSPITAL,WASHINGTON,DC,FY2017,1.63,0,1,7
10090,PROVIDENCE HOSPITAL,WASHINGTON,DC,FY2018,1.01,0,1,7
80006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,FY2013,0,0,2,1
80006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,FY2014,0,0,2,1
80006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,FY2015,0.07,0,2,1
80006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,FY2016,0.07,0,2,1
80006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,FY2017,0.13,0,2,1
80006,NANTICOKE MEMORIAL HOSPITAL,SEAFORD,DE,FY2018,0.03,0,2,1
80003,ST FRANCIS HOSPITAL,WILMINGTON,DE,FY2013,0.64,0,2,2
80003,ST FRANCIS HOSPITAL,WILMINGTON,DE,FY2014,0.26,0,2,2
80003,ST FRANCIS HOSPITAL,WILMINGTON,DE,FY2015,0.43,0,2,2
80003,ST FRANCIS HOSPITAL,WILMINGTON,DE,FY2016,0.51,0,2,2
80003,ST FRANCIS HOSPITAL,WILMINGTON,DE,FY2017,0.44,0,2,2
80003,ST FRANCIS HOSPITAL,WILMINGTON,DE,FY2018,0.36,0,2,2
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,FY2013,0,0,2,3
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,FY2014,0,0,2,3
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,FY2015,0.08,0,2,3
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,FY2016,0.4,0,2,3
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,FY2017,0.8,0,2,3
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,MILFORD,DE,FY2018,0.44,0,2,3
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,FY2013,0,0,2,4
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,FY2014,0,0,2,4
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,FY2015,0.28,0,2,4
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,FY2016,0,0,2,4
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,FY2017,0.12,0,2,4
80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,FY2018,0.54,0,2,4
80007,BEEBE MEDICAL CENTER,LEWES,DE,FY2013,0.07,0,2,5
80007,BEEBE MEDICAL CENTER,LEWES,DE,FY2014,0,0,2,5
80007,BEEBE MEDICAL CENTER,LEWES,DE,FY2015,0.21,0,2,5
80007,BEEBE MEDICAL CENTER,LEWES,DE,FY2016,0.12,0,2,5
80007,BEEBE MEDICAL CENTER,LEWES,DE,FY2017,0.49,0,2,5
80007,BEEBE MEDICAL CENTER,LEWES,DE,FY2018,0.85,0,2,5
80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,FY2013,0.32,0,2,6
80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,FY2014,0.21,0,2,6
80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,FY2015,0.22,0,2,6
80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,FY2016,0.67,0,2,6
80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,FY2017,1.85,0,2,6
80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,FY2018,2.31,0,2,6
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,FY2013,0,0,3,1
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,FY2014,0,0,3,1
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,FY2015,0,0,3,1
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,FY2016,0,0,3,1
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,FY2017,0,0,3,1
220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,FY2018,0,0,3,1
220050,BAYSTATE MARY LANE HOSPITAL,WARE,MA,FY2013,0,0,3,2
220050,BAYSTATE MARY LANE HOSPITAL,WARE,MA,FY2014,0,0,3,2
220050,BAYSTATE MARY LANE HOSPITAL,WARE,MA,FY2015,0,0,3,2
220050,BAYSTATE MARY LANE HOSPITAL,WARE,MA,FY2016,0,0,3,2
220050,BAYSTATE MARY LANE HOSPITAL,WARE,MA,FY2017,0,0,3,2
220050,BAYSTATE MARY LANE HOSPITAL,WARE,MA,FY2018,0,0,3,2
220075,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,FY2013,0,0,3,3
220075,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,FY2014,0,0,3,3
220075,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,FY2015,0,0,3,3
220075,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,FY2016,0,0,3,3
220075,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,FY2017,0,0,3,3
220075,MASSACHUSETTS EYE AND EAR INFIRMARY,BOSTON,MA,FY2018,0,0,3,3
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,FY2013,0.45,0,3,4
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,FY2014,0.15,0,3,4
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,FY2015,0,0,3,4
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,FY2016,0,0,3,4
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,FY2017,0,0,3,4
220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,FY2018,0,0,3,4
60116,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,FY2013,0.94,0,3,5
60116,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,FY2014,0.73,0,3,5
60116,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,FY2015,1.18,0,3,5
60116,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,FY2016,0.95,0,3,5
60116,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,FY2017,0.76,0,3,5
60116,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,FY2018,0,0,3,5
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,FY2013,1,0,3,6
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,FY2014,0.95,0,3,6
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,FY2015,0.14,0,3,6
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,FY2016,0.02,0,3,6
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,FY2017,0,0,3,6
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,FY2018,0.01,0,3,6
